[INFO] [1788764767.394082724] [cpp_distance_subscriber]: C++ subscriber listening on /turtle_distance
[INFO] [1788764787.915721645] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.965824853] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.015527280] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.065653696] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.115558722] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.165661401] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.215595582] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.265698277] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.315630717] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.365813343] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.415534274] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.465549658] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.515623660] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.565600422] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.615977686] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.665670958] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.715887917] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.765841238] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.815684628] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.865601283] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.915682697] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764788.965611507] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.015671045] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.065751792] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.115613000] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.165850898] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.215500267] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.265569670] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.315537170] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.365621631] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.415688046] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.465779200] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.515742071] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.565753971] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.615490922] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.665597849] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.715693415] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.765617523] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.815621235] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.865797339] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.915823491] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764789.965766219] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.015793761] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.065655146] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.115559497] [cpp_distance_subscriber]: C++ received distance: 7.841 m
